Voltage[V]	Current[mA]
51.700000	1.057334E-5
51.710000	1.084865E-5
51.720000	1.092293E-5
51.730000	8.917366E-6
51.740000	1.070982E-5
51.750000	1.128216E-5
51.760000	1.218725E-5
51.770000	1.242119E-5
51.780000	1.257764E-5
51.790000	1.083291E-5
51.800000	1.218481E-5
51.810000	1.277857E-5
51.820000	1.330605E-5
51.830000	1.340660E-5
51.840000	1.544472E-5
51.850000	1.566063E-5
51.860000	1.440321E-5
51.870000	1.674051E-5
51.880000	1.633993E-5
51.890000	1.846479E-5
51.900000	1.874371E-5
51.910000	1.769180E-5
51.920000	1.906367E-5
51.930000	2.060946E-5
51.940000	2.061705E-5
51.950000	2.056231E-5
51.960000	2.145071E-5
51.970000	2.259516E-5
51.980000	2.334121E-5
51.990000	2.400413E-5
52.000000	2.523599E-5
52.010000	2.577451E-5
52.020000	2.681307E-5
52.030000	2.760527E-5
52.040000	2.856486E-5
52.050000	2.989820E-5
52.060000	3.047146E-5
52.070000	3.146790E-5
52.080000	3.266049E-5
52.090000	3.356703E-5
52.100000	3.431049E-5
52.110000	3.579378E-5
52.120000	3.660789E-5
52.130000	3.817015E-5
52.140000	3.910541E-5
52.150000	4.030611E-5
52.160000	4.184889E-5
52.170000	4.243632E-5
52.180000	4.373547E-5
52.190000	4.528003E-5
52.200000	4.564642E-5
52.210000	4.754047E-5
52.220000	4.846815E-5
52.230000	4.961481E-5
52.240000	5.110396E-5
52.250000	5.258906E-5
52.260000	5.364059E-5
52.270000	5.479738E-5
52.280000	5.664970E-5
52.290000	5.755806E-5
52.300000	5.888099E-5
