Voltage[V]	Current[mA]
50.000000	3.706363E-6
50.010000	3.709919E-6
50.020000	3.708958E-6
50.030000	3.705868E-6
50.040000	3.726334E-6
50.050000	3.740746E-6
50.060000	3.730487E-6
50.070000	3.751822E-6
50.080000	3.768747E-6
50.090000	3.761417E-6
50.100000	3.762669E-6
50.110000	3.557455E-6
50.120000	4.867863E-6
50.130000	5.264081E-6
50.140000	4.184624E-6
50.150000	5.287800E-6
50.160000	4.364776E-6
50.170000	5.395413E-6
50.180000	3.556117E-6
50.190000	4.132594E-6
50.200000	3.550718E-6
50.210000	4.010840E-6
50.220000	3.847553E-6
50.230000	3.846369E-6
50.240000	3.864304E-6
50.250000	3.866919E-6
50.260000	3.873172E-6
50.270000	5.506879E-6
50.280000	3.594336E-6
50.290000	3.588597E-6
50.300000	3.574992E-6
50.310000	3.423382E-6
50.320000	3.933688E-6
50.330000	3.918700E-6
50.340000	3.924575E-6
50.350000	3.931557E-6
50.360000	3.935815E-6
50.370000	3.943991E-6
50.380000	5.208673E-6
50.390000	3.732369E-6
50.400000	4.537117E-6
50.410000	4.251954E-6
50.420000	3.411201E-6
50.430000	3.693421E-6
50.440000	3.696277E-6
50.450000	5.857973E-6
50.460000	3.739625E-6
50.470000	3.666359E-6
50.480000	3.726857E-6
50.490000	5.825982E-6
50.500000	3.793442E-6
50.510000	4.334638E-6
50.520000	5.890223E-6
50.530000	4.329123E-6
50.540000	3.621042E-6
50.550000	4.536454E-6
50.560000	3.879769E-6
50.570000	5.301460E-6
50.580000	5.901586E-6
50.590000	5.937015E-6
50.600000	5.936369E-6
50.610000	4.268521E-6
50.620000	5.259313E-6
50.630000	5.595554E-6
50.640000	5.980309E-6
50.650000	3.518614E-6
50.660000	3.902484E-6
50.670000	6.002389E-6
50.680000	6.235477E-6
50.690000	4.504430E-6
50.700000	3.943895E-6
50.710000	6.454299E-6
50.720000	4.047955E-6
50.730000	6.350897E-6
50.740000	5.149815E-6
50.750000	3.930347E-6
50.760000	4.797605E-6
50.770000	4.027218E-6
50.780000	4.205036E-6
50.790000	6.539494E-6
50.800000	4.786467E-6
50.810000	4.095636E-6
50.820000	4.637132E-6
50.830000	6.511812E-6
50.840000	4.134451E-6
50.850000	5.506082E-6
50.860000	6.264123E-6
50.870000	6.081760E-6
50.880000	5.705518E-6
50.890000	4.113237E-6
50.900000	6.579510E-6
50.910000	4.615936E-6
50.920000	6.891038E-6
50.930000	6.520506E-6
50.940000	4.040091E-6
50.950000	3.915778E-6
50.960000	6.147083E-6
50.970000	4.139806E-6
50.980000	4.141051E-6
50.990000	4.517299E-6
51.000000	6.314477E-6
51.010000	5.207789E-6
51.020000	5.232407E-6
51.030000	6.123214E-6
51.040000	5.665624E-6
51.050000	3.888831E-6
51.060000	3.759567E-6
51.070000	5.522053E-6
51.080000	4.168106E-6
51.090000	4.564667E-6
51.100000	6.640572E-6
51.110000	4.302531E-6
51.120000	5.380158E-6
51.130000	6.866582E-6
51.140000	4.678661E-6
51.150000	4.052100E-6
51.160000	6.601497E-6
51.170000	4.860835E-6
51.180000	6.817138E-6
51.190000	3.841560E-6
51.200000	4.332251E-6
51.210000	4.666122E-6
51.220000	5.580644E-6
51.230000	6.507138E-6
51.240000	4.983375E-6
51.250000	4.149431E-6
51.260000	4.390789E-6
51.270000	4.364523E-6
51.280000	4.560409E-6
51.290000	4.969809E-6
51.300000	6.102486E-6
51.310000	6.346873E-6
51.320000	4.028606E-6
51.330000	5.107965E-6
51.340000	6.557411E-6
51.350000	4.394676E-6
51.360000	5.913654E-6
51.370000	6.999764E-6
51.380000	6.035680E-6
51.390000	4.525930E-6
51.400000	4.496642E-6
51.410000	5.663733E-6
51.420000	4.873110E-6
51.430000	7.357184E-6
51.440000	7.314700E-6
51.450000	8.213238E-6
51.460000	5.200643E-6
51.470000	6.224288E-6
51.480000	5.363612E-6
51.490000	8.459130E-6
51.500000	5.672967E-6
51.510000	5.284427E-6
51.520000	6.628121E-6
51.530000	8.238134E-6
51.540000	7.623692E-6
51.550000	6.006244E-6
51.560000	7.009580E-6
51.570000	9.219027E-6
51.580000	7.965610E-6
51.590000	7.348946E-6
51.600000	7.878964E-6
51.610000	8.165310E-6
51.620000	9.668600E-6
51.630000	1.032568E-5
51.640000	9.285712E-6
51.650000	1.105884E-5
51.660000	1.103310E-5
51.670000	8.738576E-6
51.680000	1.104743E-5
51.690000	1.180295E-5
51.700000	1.192373E-5
51.710000	9.994398E-6
51.720000	1.187840E-5
51.730000	1.405186E-5
51.740000	1.282876E-5
51.750000	1.338285E-5
51.760000	1.491591E-5
51.770000	1.552981E-5
51.780000	1.536694E-5
51.790000	1.689547E-5
51.800000	1.719051E-5
51.810000	1.769348E-5
51.820000	1.768142E-5
51.830000	1.797854E-5
51.840000	1.878987E-5
51.850000	1.831738E-5
51.860000	1.973740E-5
51.870000	2.054987E-5
51.880000	2.007175E-5
51.890000	2.061210E-5
51.900000	2.133745E-5
51.910000	2.218426E-5
51.920000	2.295866E-5
51.930000	2.344510E-5
51.940000	2.444460E-5
51.950000	2.520825E-5
51.960000	2.560411E-5
51.970000	2.670953E-5
51.980000	2.757978E-5
51.990000	2.832519E-5
52.000000	2.875729E-5
52.010000	2.993553E-5
52.020000	3.059799E-5
52.030000	3.163440E-5
52.040000	3.248412E-5
52.050000	3.336419E-5
52.060000	3.444613E-5
52.070000	3.503479E-5
52.080000	3.588777E-5
52.090000	3.705543E-5
52.100000	3.795875E-5
52.110000	3.851259E-5
52.120000	3.953553E-5
52.130000	4.062279E-5
52.140000	4.168629E-5
52.150000	4.273555E-5
52.160000	4.353371E-5
52.170000	4.460955E-5
52.180000	4.548647E-5
52.190000	4.646407E-5
52.200000	4.783781E-5
52.210000	4.864359E-5
52.220000	5.020679E-5
52.230000	5.136636E-5
52.240000	5.236632E-5
52.250000	5.365651E-5
52.260000	5.458601E-5
52.270000	5.584417E-5
52.280000	5.653357E-5
52.290000	5.801169E-5
52.300000	5.930542E-5
52.310000	6.045865E-5
52.320000	6.124480E-5
52.330000	6.297677E-5
52.340000	6.388823E-5
52.350000	6.458463E-5
52.360000	6.643163E-5
52.370000	6.740618E-5
52.380000	6.846098E-5
52.390000	6.977223E-5
52.400000	7.133002E-5
52.410000	7.269097E-5
52.420000	7.336519E-5
52.430000	7.524138E-5
52.440000	7.684972E-5
52.450000	7.807622E-5
52.460000	7.913381E-5
52.470000	8.034643E-5
52.480000	8.264992E-5
52.490000	8.332156E-5
52.500000	8.453957E-5
52.510000	8.608131E-5
52.520000	8.841576E-5
52.530000	8.899615E-5
52.540000	8.996156E-5
52.550000	9.213064E-5
52.560000	9.314468E-5
52.570000	9.629574E-5
52.580000	9.837130E-5
52.590000	9.917368E-5
52.600000	0.000101
52.610000	0.000101
52.620000	0.000104
52.630000	0.000105
52.640000	0.000107
52.650000	0.000108
52.660000	0.000110
52.670000	0.000111
52.680000	0.000113
52.690000	0.000115
52.700000	0.000116
52.710000	0.000119
52.720000	0.000120
52.730000	0.000120
52.740000	0.000123
52.750000	0.000125
52.760000	0.000126
52.770000	0.000128
52.780000	0.000130
52.790000	0.000130
52.800000	0.000134
52.810000	0.000135
52.820000	0.000137
52.830000	0.000138
52.840000	0.000140
52.850000	0.000141
52.860000	0.000144
52.870000	0.000146
52.880000	0.000146
52.890000	0.000149
52.900000	0.000151
52.910000	0.000152
52.920000	0.000153
52.930000	0.000156
52.940000	0.000158
52.950000	0.000160
52.960000	0.000162
52.970000	0.000164
52.980000	0.000164
52.990000	0.000167
53.000000	0.000170
53.010000	0.000171
53.020000	0.000174
53.030000	0.000175
53.040000	0.000176
53.050000	0.000179
53.060000	0.000181
53.070000	0.000182
53.080000	0.000184
53.090000	0.000187
53.100000	0.000188
53.110000	0.000191
53.120000	0.000192
53.130000	0.000194
53.140000	0.000197
53.150000	0.000199
53.160000	0.000201
53.170000	0.005360
53.180000	0.000218
53.190000	0.000220
53.200000	0.000222
53.210000	0.000224
53.220000	0.000226
53.230000	0.000229
53.240000	0.000232
53.250000	0.000234
53.260000	0.000236
53.270000	0.000240
53.280000	0.000242
53.290000	0.000244
53.300000	0.000246
53.310000	0.000248
53.320000	0.000249
53.330000	0.000253
53.340000	0.000255
53.350000	0.000257
53.360000	0.000260
53.370000	0.000263
53.380000	0.000265
53.390000	0.000267
53.400000	0.000270
53.410000	0.000273
53.420000	0.000273
53.430000	0.000277
53.440000	0.000278
53.450000	0.000282
53.460000	0.000285
53.470000	0.000288
53.480000	0.000289
53.490000	0.000292
53.500000	0.000295
53.510000	0.000298
53.520000	0.000298
53.530000	0.000303
53.540000	0.000304
53.550000	0.000307
53.560000	0.000310
53.570000	0.000314
53.580000	0.000317
53.590000	0.000319
53.600000	0.000322
53.610000	0.000322
53.620000	0.000326
53.630000	0.000331
53.640000	0.000332
53.650000	0.000336
53.660000	0.000339
53.670000	0.000338
53.680000	0.000342
53.690000	0.000345
53.700000	0.000350
53.710000	0.000353
53.720000	0.000354
53.730000	0.000357
53.740000	0.000361
53.750000	0.000363
53.760000	0.000365
53.770000	0.000367
53.780000	0.000371
53.790000	0.000376
53.800000	0.000376
53.810000	0.000379
53.820000	0.000383
53.830000	0.000386
53.840000	0.000387
53.850000	0.000393
53.860000	0.000394
53.870000	0.000398
53.880000	0.000400
53.890000	0.000405
53.900000	0.000408
53.910000	0.000407
53.920000	0.000413
53.930000	0.000416
53.940000	0.000419
53.950000	0.000421
53.960000	0.000425
53.970000	0.000426
53.980000	0.000432
53.990000	0.000435
54.000000	0.000437
