Voltage[V]	Current[mA]
50,000000	6,814977E-6
50,100000	7,256822E-6
50,200000	7,120055E-6
50,300000	7,426067E-6
50,400000	7,294713E-6
50,500000	7,464553E-6
50,600000	6,187287E-6
50,700000	4,675569E-6
50,800000	4,290912E-6
50,900000	4,764484E-6
51,000000	4,797474E-6
51,100000	5,167601E-6
51,200000	5,141802E-6
51,300000	5,200198E-6
51,400000	5,335971E-6
51,500000	5,372443E-6
51,600000	8,034863E-6
51,700000	9,020484E-6
51,800000	1,190143E-5
51,900000	1,471667E-5
52,000000	2,124277E-5
52,100000	0,002759
52,200000	0,003376
52,300000	0,003839
52,400000	0,004185
52,500000	0,004473
52,600000	0,004721
52,700000	0,004919
52,800000	0,005084
52,900000	0,005248
53,000000	0,005382
