Voltage[V]	Current[mA]
0.000000	3.570450E-8
0.002000	2.136735E-8
0.004000	4.857960E-8
0.006000	6.391333E-8
0.008000	1.649944E-8
0.010000	5.391462E-8
0.012000	1.634329E-8
0.014000	8.813407E-9
0.016000	1.032005E-7
0.018000	7.599753E-8
0.020000	1.111406E-7
0.022000	1.988176E-8
0.024000	5.093877E-7
0.026000	6.600084E-8
0.028000	3.926244E-8
0.030000	1.375983E-7
0.032000	7.143844E-8
0.034000	6.446907E-8
0.036000	1.985549E-7
0.038000	8.749778E-8
0.040000	1.899701E-7
0.042000	1.222981E-7
0.044000	2.160331E-7
0.046000	1.490307E-7
0.048000	2.557814E-7
0.050000	1.813856E-7
0.052000	1.814663E-7
0.054000	3.428014E-7
0.056000	2.102648E-7
0.058000	8.333106E-7
0.060000	2.632992E-7
0.062000	8.156929E-7
0.064000	3.085484E-7
0.066000	1.134554E-6
0.068000	1.534109E-7
0.070000	7.311361E-8
0.072000	8.105228E-7
0.074000	9.018013E-8
0.076000	1.160640E-6
0.078000	1.829847E-7
0.080000	7.248530E-7
0.082000	5.465773E-7
0.084000	3.611395E-7
0.086000	9.234952E-7
0.088000	2.520802E-7
0.090000	1.160292E-6
0.092000	6.454121E-7
0.094000	6.492845E-7
0.096000	1.335513E-6
0.098000	3.423078E-7
0.100000	1.205028E-6
0.102000	1.388535E-6
0.104000	5.029931E-7
0.106000	1.316684E-6
0.108000	1.459184E-6
0.110000	8.268047E-7
0.112000	1.600285E-6
0.114000	1.570782E-6
0.116000	9.696284E-7
0.118000	1.752563E-6
0.120000	1.714020E-6
0.122000	1.313588E-6
0.124000	2.187389E-6
0.126000	1.742940E-6
0.128000	1.535678E-6
0.130000	1.639827E-6
0.132000	2.413407E-6
0.134000	2.345575E-6
0.136000	2.924886E-6
0.138000	2.927553E-6
0.140000	2.451817E-6
0.142000	3.469422E-6
0.144000	2.401644E-6
0.146000	2.866606E-6
0.148000	4.157151E-6
0.150000	3.595016E-6
0.152000	3.432309E-6
0.154000	4.588423E-6
0.156000	3.820680E-6
0.158000	3.916202E-6
0.160000	4.222222E-6
0.162000	4.612268E-6
0.164000	5.328882E-6
0.166000	7.617744E-6
0.168000	5.319910E-6
0.170000	5.483094E-6
0.172000	5.844215E-6
0.174000	5.403322E-6
0.176000	6.940368E-6
0.178000	6.419670E-6
0.180000	6.517980E-6
0.182000	8.557185E-6
0.184000	9.730300E-6
0.186000	9.212522E-6
0.188000	9.193601E-6
0.190000	1.061926E-5
0.192000	1.005058E-5
0.194000	8.858962E-6
0.196000	1.028424E-5
0.198000	9.441285E-6
0.200000	1.055033E-5
0.202000	1.281872E-5
0.204000	1.127439E-5
0.206000	1.383970E-5
0.208000	1.582121E-5
0.210000	1.468625E-5
0.212000	1.505279E-5
0.214000	1.670498E-5
0.216000	1.531792E-5
0.218000	1.750458E-5
0.220000	1.650253E-5
0.222000	1.754459E-5
0.224000	1.990958E-5
0.226000	1.850600E-5
0.228000	1.988305E-5
0.230000	0.201328
0.232000	0.211086
0.234000	0.221179
0.236000	0.231838
0.238000	0.243042
0.240000	0.254689
0.242000	0.267160
0.244000	0.280567
0.246000	0.293199
0.248000	0.306965
0.250000	0.321511
0.252000	0.337566
0.254000	0.350595
0.256000	0.369402
0.258000	0.387080
0.260000	0.405548
0.262000	0.424800
0.264000	0.445171
0.266000	0.466301
0.268000	0.488454
0.270000	0.511790
0.272000	0.535981
0.274000	0.561859
0.276000	0.588743
0.278000	0.618574
0.280000	0.646959
0.282000	0.676878
0.284000	0.710365
0.286000	0.743665
0.288000	0.779202
0.290000	0.817119
0.292000	0.855852
0.294000	0.897717
0.296000	0.940996
0.298000	0.986406
0.300000	1.034011
0.302000	1.085048
0.304000	1.137849
0.306000	1.193298
0.308000	1.252115
0.310000	1.313523
0.312000	1.378314
0.314000	1.446334
0.316000	1.517885
0.318000	1.592506
0.320000	1.671758
0.322000	1.755542
0.324000	1.843898
0.326000	1.936725
0.328000	2.035101
0.330000	2.137632
0.332000	2.246863
0.334000	2.362870
0.336000	2.483601
0.338000	2.611956
0.340000	2.747443
0.342000	2.890215
0.344000	3.040952
0.346000	3.200654
0.348000	3.369568
0.350000	3.547114
0.352000	3.736259
0.354000	3.936990
0.356000	4.149055
0.358000	4.372242
0.360000	4.611707
0.362000	4.861594
0.364000	5.126964
0.366000	5.413187
0.368000	5.714508
0.370000	6.032962
0.372000	6.372643
0.374000	6.732578
0.376000	7.116307
0.378000	7.525142
0.380000	7.956346
0.382000	8.433855
0.384000	8.621712
0.386000	8.610554
0.388000	8.622923
0.390000	8.640820
0.392000	8.657301
0.394000	8.672988
0.396000	8.676494
0.398000	8.675079
0.400000	8.682003
0.402000	8.668535
0.404000	8.663132
0.406000	8.666340
