Voltage[V]	Current[mA]
0.000000	3.136948E-8
0.001000	3.326015E-8
0.002000	3.503976E-8
0.003000	3.694066E-8
0.004000	3.776185E-8
0.005000	7.278523E-9
0.006000	1.676389E-9
0.007000	5.330624E-9
0.008000	4.716769E-9
0.009000	4.890091E-8
0.010000	5.377977E-8
0.011000	5.609352E-8
0.012000	6.463674E-8
0.013000	9.679115E-9
0.014000	6.973440E-8
0.015000	7.330263E-8
0.016000	1.892363E-8
0.017000	2.188481E-8
0.018000	7.830014E-8
0.019000	7.917847E-8
0.020000	3.041203E-8
0.021000	8.512785E-8
0.022000	3.197302E-8
0.023000	3.471804E-8
0.024000	9.326535E-8
0.025000	3.542142E-8
0.026000	4.208994E-8
0.027000	1.509212E-7
0.028000	4.526538E-7
0.029000	2.358466E-7
0.030000	1.246624E-7
0.031000	1.458385E-7
0.032000	2.367773E-7
0.033000	6.229560E-7
0.034000	6.515645E-8
0.035000	1.460179E-7
0.036000	7.471095E-8
0.037000	4.742314E-7
0.038000	1.598928E-7
0.039000	9.240542E-8
0.040000	9.652072E-8
0.041000	1.746201E-7
0.042000	1.098688E-7
0.043000	1.848259E-7
0.044000	1.210853E-7
0.045000	1.870308E-7
0.046000	1.962415E-7
0.047000	1.423959E-7
0.048000	1.878594E-7
0.049000	1.411240E-7
0.050000	1.375232E-7
0.051000	1.548230E-7
0.052000	1.579360E-7
0.053000	2.391780E-7
0.054000	1.740146E-7
0.055000	1.772679E-7
0.056000	1.988977E-7
0.057000	2.143006E-7
0.058000	2.089390E-7
0.059000	2.260711E-7
0.060000	2.796398E-7
0.061000	2.380423E-7
0.062000	2.950631E-7
0.063000	2.966755E-7
0.064000	3.120476E-7
0.065000	2.765726E-7
0.066000	3.264256E-7
0.067000	2.926565E-7
0.068000	3.003418E-7
0.069000	3.062119E-7
0.070000	3.136478E-7
0.071000	3.407803E-7
0.072000	3.384969E-7
0.073000	3.331083E-7
0.074000	4.881989E-7
0.075000	3.381929E-7
0.076000	2.359027E-7
0.077000	4.947688E-7
0.078000	1.166106E-6
0.079000	1.589726E-7
0.080000	9.852046E-7
0.081000	1.919803E-7
0.082000	5.228044E-7
0.083000	1.025011E-7
0.084000	1.459903E-7
0.085000	1.574053E-7
0.086000	5.707879E-7
0.087000	1.254949E-7
0.088000	1.123774E-6
0.089000	1.068671E-6
0.090000	5.544894E-7
0.091000	3.194864E-7
0.092000	5.814846E-7
0.093000	5.995074E-7
0.094000	6.135449E-7
0.095000	7.309843E-7
0.096000	1.234098E-6
0.097000	9.363363E-7
0.098000	1.552289E-7
0.099000	1.298700E-7
0.100000	1.403653E-6
0.101000	1.248526E-6
0.102000	1.497173E-6
0.103000	3.377454E-7
0.104000	1.697618E-6
0.105000	2.916464E-7
0.106000	1.500768E-6
0.107000	1.028296E-6
0.108000	1.812043E-6
0.109000	1.855647E-6
0.110000	9.515326E-7
0.111000	4.082575E-7
0.112000	4.533564E-7
0.113000	1.201725E-6
0.114000	1.755394E-6
0.115000	1.282337E-6
0.116000	1.423264E-6
0.117000	6.424135E-7
0.118000	1.162025E-6
0.119000	1.193268E-6
0.120000	1.391958E-6
0.121000	1.267655E-6
0.122000	1.264888E-6
0.123000	1.294231E-6
0.124000	1.352820E-6
0.125000	1.387842E-6
0.126000	1.416591E-6
0.127000	1.453832E-6
0.128000	1.510817E-6
0.129000	1.540784E-6
0.130000	1.571897E-6
0.131000	1.564423E-6
0.132000	1.618065E-6
0.133000	1.712181E-6
0.134000	1.733629E-6
0.135000	1.715789E-6
0.136000	1.684169E-6
0.137000	1.874025E-6
0.138000	1.918139E-6
0.139000	1.990308E-6
0.140000	2.008517E-6
0.141000	2.092597E-6
0.142000	2.145174E-6
0.143000	2.795148E-6
0.144000	2.241670E-6
0.145000	2.717050E-6
0.146000	2.307351E-6
0.147000	2.385352E-6
0.148000	2.376109E-6
0.149000	2.501212E-6
0.150000	2.527258E-6
0.151000	2.583260E-6
0.152000	3.828804E-6
0.153000	2.780667E-6
0.154000	3.897560E-6
0.155000	3.934606E-6
0.156000	2.804487E-6
0.157000	2.986513E-6
0.158000	3.108647E-6
0.159000	3.208933E-6
0.160000	3.201761E-6
0.161000	3.342825E-6
0.162000	3.954272E-6
0.163000	3.321751E-6
0.164000	4.952974E-6
0.165000	4.810251E-6
0.166000	5.115854E-6
0.167000	4.608533E-6
0.168000	4.336261E-6
0.169000	4.775034E-6
0.170000	6.342515E-6
0.171000	6.121178E-6
0.172000	6.075984E-6
0.173000	6.895936E-6
0.174000	5.542086E-6
0.175000	4.772496E-6
0.176000	5.009434E-6
0.177000	4.888468E-6
0.178000	4.996661E-6
0.179000	5.137772E-6
0.180000	5.181802E-6
0.181000	5.384357E-6
0.182000	5.509671E-6
0.183000	5.607606E-6
0.184000	5.737401E-6
0.185000	6.227942E-6
0.186000	6.155817E-6
0.187000	6.582054E-6
0.188000	9.180586E-6
0.189000	6.053467E-6
0.190000	6.063550E-6
0.191000	7.334064E-6
0.192000	8.075232E-6
0.193000	6.481400E-6
0.194000	7.376562E-6
0.195000	7.717582E-6
0.196000	7.012157E-6
0.197000	7.307838E-6
0.198000	7.720385E-6
0.199000	7.643906E-6
0.200000	8.445816E-6
0.201000	8.268717E-6
0.202000	8.367179E-6
0.203000	9.580193E-6
0.204000	1.141533E-5
0.205000	9.114033E-6
0.206000	8.975422E-6
0.207000	8.689734E-6
0.208000	1.054067E-5
0.209000	1.157221E-5
0.210000	1.157827E-5
0.211000	1.030481E-5
0.212000	1.198200E-5
0.213000	1.142406E-5
0.214000	1.284215E-5
0.215000	1.257187E-5
0.216000	1.280400E-5
0.217000	1.559337E-5
0.218000	1.222495E-5
0.219000	1.471588E-5
0.220000	1.434775E-5
0.221000	1.273067E-5
0.222000	1.534904E-5
0.223000	1.584497E-5
0.224000	1.724172E-5
0.225000	1.646118E-5
0.226000	1.510708E-5
0.227000	1.574782E-5
0.228000	1.597430E-5
0.229000	1.700704E-5
0.230000	1.855478E-5
0.231000	1.819927E-5
0.232000	1.780872E-5
0.233000	1.812654E-5
0.234000	2.010124E-5
0.235000	2.036361E-5
0.236000	2.041507E-5
0.237000	1.932067E-5
0.238000	2.037515E-5
0.239000	0.002038
0.240000	0.002084
0.241000	0.203310
0.242000	0.208138
0.243000	0.213244
0.244000	0.218335
0.245000	0.223682
0.246000	0.228990
0.247000	0.234543
0.248000	0.240044
0.249000	0.245742
0.250000	0.251689
0.251000	0.257834
0.252000	0.263899
0.253000	0.270245
0.254000	0.276611
0.255000	0.283219
0.256000	0.290038
0.257000	0.296980
0.258000	0.303966
0.259000	0.311430
0.260000	0.318895
0.261000	0.326501
0.262000	0.334278
0.263000	0.342322
0.264000	0.350649
0.265000	0.358917
0.266000	0.367459
0.267000	0.376080
0.268000	0.385263
0.269000	0.394210
0.270000	0.403902
0.271000	0.413375
0.272000	0.423386
0.273000	0.432506
0.274000	0.443860
0.275000	0.454196
0.276000	0.465263
0.277000	0.476628
0.278000	0.488489
0.279000	0.498754
0.280000	0.511426
0.281000	0.523485
0.282000	0.536163
0.283000	0.549076
0.284000	0.562199
0.285000	0.575970
0.286000	0.589856
0.287000	0.603959
0.288000	0.618550
0.289000	0.633437
0.290000	0.648794
0.291000	0.664466
0.292000	0.680168
0.293000	0.696602
0.294000	0.713302
0.295000	0.730769
0.296000	0.748725
0.297000	0.766728
0.298000	0.785570
0.299000	0.804434
0.300000	0.823956
0.301000	0.844229
0.302000	0.864688
0.303000	0.885860
0.304000	0.907541
0.305000	0.929543
0.306000	0.952576
0.307000	0.975613
0.308000	0.999857
0.309000	1.024126
0.310000	1.049643
0.311000	1.075664
0.312000	1.102209
0.313000	1.129171
0.314000	1.157158
0.315000	1.186247
0.316000	1.215674
0.317000	1.245889
0.318000	1.276935
0.319000	1.307853
0.320000	1.341243
0.321000	1.374711
0.322000	1.409353
0.323000	1.445627
0.324000	1.489261
0.325000	1.527405
0.326000	1.565398
0.327000	1.604360
0.328000	1.645127
0.329000	1.687143
0.330000	1.730301
0.331000	1.774766
0.332000	1.819951
0.333000	1.866515
0.334000	1.914570
0.335000	1.963696
0.336000	2.014639
0.337000	2.066739
0.338000	2.120353
0.339000	2.175287
0.340000	2.230857
0.341000	2.290110
0.342000	2.350361
0.343000	2.412279
0.344000	2.475318
0.345000	2.540320
0.346000	2.607649
0.347000	2.676648
0.348000	2.747934
0.349000	2.821139
0.350000	2.896239
0.351000	2.973773
0.352000	3.053510
0.353000	3.135945
0.354000	3.220240
0.355000	3.307528
0.356000	3.396747
0.357000	3.489426
0.358000	3.583784
0.359000	3.682152
0.360000	3.782657
0.361000	3.887394
0.362000	3.994015
0.363000	4.104010
0.364000	4.217416
0.365000	4.334474
0.366000	4.455150
0.367000	4.579091
0.368000	4.707839
0.369000	4.839900
0.370000	4.976258
0.371000	5.116344
0.372000	5.260773
0.373000	5.410066
0.374000	5.564991
0.375000	5.723866
0.376000	5.888361
0.377000	6.054400
0.378000	6.231684
0.379000	6.412155
0.380000	6.598237
0.381000	6.790190
0.382000	6.987853
0.383000	7.193725
0.384000	7.404782
0.385000	7.622167
0.386000	7.850022
0.387000	8.083912
0.388000	8.343230
0.389000	8.593916
