Voltage[V]	Current[mA]
50.000000	3.464987E-6
50.010000	3.371373E-6
50.020000	4.986589E-6
50.030000	4.430328E-6
50.040000	3.239594E-6
50.050000	3.791601E-6
50.060000	4.954425E-6
50.070000	3.141722E-6
50.080000	3.403291E-6
50.090000	4.958107E-6
50.100000	5.024760E-6
50.110000	4.125911E-6
50.120000	3.655047E-6
50.130000	3.679312E-6
50.140000	3.670245E-6
50.150000	4.001546E-6
50.160000	4.157835E-6
50.170000	3.673604E-6
50.180000	3.685557E-6
50.190000	3.700420E-6
50.200000	3.685747E-6
50.210000	3.677285E-6
50.220000	3.705292E-6
50.230000	3.723387E-6
50.240000	3.703557E-6
50.250000	3.688895E-6
50.260000	5.214535E-6
50.270000	4.814532E-6
50.280000	3.556940E-6
50.290000	4.793693E-6
50.300000	5.327423E-6
50.310000	3.497912E-6
50.320000	4.905320E-6
50.330000	5.345060E-6
50.340000	3.428867E-6
50.350000	3.181031E-6
50.360000	3.320752E-6
50.370000	3.260049E-6
50.380000	4.117154E-6
50.390000	5.390242E-6
50.400000	3.575863E-6
50.410000	5.027607E-6
50.420000	5.420927E-6
50.430000	3.579200E-6
50.440000	3.772945E-6
50.450000	3.786684E-6
50.460000	3.832134E-6
50.470000	3.893932E-6
50.480000	5.432667E-6
50.490000	3.941155E-6
50.500000	5.478062E-6
50.510000	3.903730E-6
50.520000	3.373537E-6
50.530000	3.140944E-6
50.540000	4.546290E-6
50.550000	5.151118E-6
50.560000	5.532000E-6
50.570000	3.374268E-6
50.580000	3.345966E-6
50.590000	4.998303E-6
50.600000	3.389100E-6
50.610000	5.563912E-6
50.620000	5.569578E-6
50.630000	4.606071E-6
50.640000	5.594823E-6
50.650000	3.424651E-6
50.660000	3.343400E-6
50.670000	3.948903E-6
50.680000	3.426101E-6
50.690000	3.533641E-6
50.700000	4.954309E-6
50.710000	5.588928E-6
50.720000	3.899639E-6
50.730000	3.893476E-6
50.740000	3.728882E-6
50.750000	4.003129E-6
50.760000	3.769532E-6
50.770000	5.582948E-6
50.780000	3.362671E-6
50.790000	3.916761E-6
50.800000	3.975827E-6
50.810000	5.442765E-6
50.820000	3.947595E-6
50.830000	3.963472E-6
50.840000	4.329722E-6
50.850000	5.439651E-6
50.860000	5.741074E-6
50.870000	3.962723E-6
50.880000	3.983307E-6
50.890000	3.964328E-6
50.900000	3.991028E-6
50.910000	3.988252E-6
50.920000	3.990353E-6
50.930000	4.002415E-6
50.940000	4.003212E-6
50.950000	3.987644E-6
50.960000	5.845884E-6
50.970000	3.624472E-6
50.980000	3.521073E-6
50.990000	5.754410E-6
51.000000	4.023131E-6
51.010000	5.856390E-6
51.020000	5.460658E-6
51.030000	3.391013E-6
51.040000	3.843220E-6
51.050000	3.653695E-6
51.060000	4.061585E-6
51.070000	4.047831E-6
51.080000	3.956312E-6
51.090000	3.961188E-6
51.100000	5.342104E-6
51.110000	3.729301E-6
51.120000	6.143205E-6
51.130000	4.190616E-6
51.140000	5.100042E-6
51.150000	4.267085E-6
51.160000	6.386053E-6
51.170000	6.274599E-6
51.180000	4.094995E-6
51.190000	4.130392E-6
51.200000	4.145319E-6
51.210000	3.544703E-6
51.220000	4.769429E-6
51.230000	5.939650E-6
51.240000	4.416735E-6
51.250000	3.621859E-6
51.260000	4.059998E-6
51.270000	6.006737E-6
51.280000	3.821225E-6
51.290000	6.213440E-6
51.300000	4.484670E-6
51.310000	5.086464E-6
51.320000	6.026376E-6
51.330000	4.565142E-6
51.340000	5.790831E-6
51.350000	3.748954E-6
51.360000	5.501147E-6
51.370000	6.051859E-6
51.380000	4.028530E-6
51.390000	4.266673E-6
51.400000	4.096409E-6
51.410000	5.649418E-6
51.420000	4.247121E-6
51.430000	6.770088E-6
51.440000	5.838887E-6
51.450000	4.486269E-6
51.460000	4.485144E-6
51.470000	7.222803E-6
51.480000	6.875803E-6
51.490000	4.616247E-6
51.500000	8.028056E-6
51.510000	4.884658E-6
51.520000	5.046080E-6
51.530000	5.169734E-6
51.540000	5.281381E-6
51.550000	7.904738E-6
51.560000	5.913906E-6
51.570000	6.012878E-6
51.580000	8.912771E-6
51.590000	6.142103E-6
51.600000	6.398915E-6
51.610000	8.192280E-6
51.620000	9.399730E-6
51.630000	6.658259E-6
51.640000	1.042050E-5
51.650000	1.014695E-5
51.660000	1.029815E-5
51.670000	1.128945E-5
51.680000	1.150218E-5
51.690000	1.184871E-5
51.700000	1.210372E-5
51.710000	1.257104E-5
51.720000	1.139234E-5
51.730000	1.329634E-5
51.740000	1.237685E-5
51.750000	1.298509E-5
