Voltage[V]	Current[mA]
50.000000	5.164143E-6
50.010000	3.664213E-6
50.020000	3.661077E-6
50.030000	4.198610E-6
50.040000	4.740849E-6
50.050000	3.701892E-6
50.060000	3.702935E-6
50.070000	4.137936E-6
50.080000	5.194909E-6
50.090000	3.854395E-6
50.100000	3.652616E-6
50.110000	5.168757E-6
50.120000	4.881297E-6
50.130000	3.297119E-6
50.140000	4.249437E-6
50.150000	4.906146E-6
50.160000	3.950282E-6
50.170000	3.835155E-6
50.180000	4.679184E-6
50.190000	5.279897E-6
50.200000	4.649284E-6
50.210000	3.635723E-6
50.220000	3.897941E-6
50.230000	5.342825E-6
50.240000	4.652036E-6
50.250000	4.054961E-6
50.260000	3.825476E-6
50.270000	4.817355E-6
50.280000	4.510444E-6
50.290000	3.604579E-6
50.300000	4.003970E-6
50.310000	5.420785E-6
50.320000	4.188704E-6
50.330000	3.733593E-6
50.340000	3.824169E-6
50.350000	5.359139E-6
50.360000	5.661608E-6
50.370000	4.924158E-6
50.380000	3.911980E-6
50.390000	3.813619E-6
50.400000	4.458824E-6
50.410000	5.793144E-6
50.420000	5.005296E-6
50.430000	3.998965E-6
50.440000	3.798226E-6
50.450000	4.476757E-6
50.460000	5.089417E-6
50.470000	4.172882E-6
50.480000	4.136281E-6
50.490000	5.594893E-6
50.500000	5.262705E-6
50.510000	3.589249E-6
50.520000	4.096063E-6
50.530000	4.954851E-6
50.540000	5.687263E-6
50.550000	4.151040E-6
50.560000	3.667878E-6
50.570000	4.139953E-6
50.580000	4.294301E-6
50.590000	3.706365E-6
50.600000	4.190815E-6
50.610000	4.315022E-6
50.620000	6.163404E-6
50.630000	4.224561E-6
50.640000	4.606696E-6
50.650000	5.460541E-6
50.660000	3.665094E-6
50.670000	6.568521E-6
50.680000	4.204465E-6
50.690000	4.567540E-6
50.700000	5.971422E-6
50.710000	6.417608E-6
50.720000	4.203309E-6
50.730000	4.176702E-6
50.740000	4.199219E-6
50.750000	4.173336E-6
50.760000	4.191484E-6
50.770000	4.179264E-6
50.780000	4.208371E-6
50.790000	4.215169E-6
50.800000	4.024697E-6
50.810000	6.203345E-6
50.820000	4.318703E-6
50.830000	4.272254E-6
50.840000	4.245338E-6
50.850000	4.225968E-6
50.860000	4.256414E-6
50.870000	4.245202E-6
50.880000	4.295137E-6
50.890000	4.259567E-6
50.900000	4.289641E-6
50.910000	4.282778E-6
50.920000	4.319890E-6
50.930000	4.275914E-6
50.940000	4.312811E-6
50.950000	4.296361E-6
50.960000	4.321488E-6
50.970000	4.313215E-6
50.980000	4.323942E-6
50.990000	4.358001E-6
51.000000	4.343974E-6
51.010000	4.347214E-6
51.020000	4.348331E-6
51.030000	4.566386E-6
51.040000	4.370383E-6
51.050000	4.385174E-6
51.060000	4.371818E-6
51.070000	4.391615E-6
51.080000	4.401462E-6
51.090000	4.399010E-6
51.100000	4.427034E-6
51.110000	4.439267E-6
51.120000	4.435652E-6
51.130000	4.456900E-6
51.140000	4.501624E-6
51.150000	4.468502E-6
51.160000	4.467944E-6
51.170000	4.467400E-6
51.180000	4.473768E-6
51.190000	4.489101E-6
51.200000	4.479111E-6
51.210000	4.507560E-6
51.220000	4.504676E-6
51.230000	4.510981E-6
51.240000	4.532475E-6
51.250000	4.531030E-6
51.260000	7.040748E-6
51.270000	4.543884E-6
51.280000	4.573029E-6
51.290000	4.573946E-6
51.300000	4.579289E-6
51.310000	4.591432E-6
51.320000	4.616235E-6
51.330000	4.641690E-6
51.340000	4.618775E-6
51.350000	4.660858E-6
51.360000	4.676584E-6
51.370000	4.680786E-6
51.380000	4.688060E-6
51.390000	4.736479E-6
51.400000	4.770477E-6
51.410000	4.917134E-6
51.420000	4.804105E-6
51.430000	4.856923E-6
51.440000	4.896396E-6
51.450000	4.933562E-6
51.460000	4.988975E-6
51.470000	5.030828E-6
51.480000	5.088151E-6
51.490000	5.151251E-6
51.500000	5.237656E-6
51.510000	5.367707E-6
51.520000	5.429095E-6
51.530000	5.592401E-6
51.540000	5.670036E-6
51.550000	5.848104E-6
51.560000	5.957443E-6
51.570000	7.241438E-6
51.580000	9.947215E-6
51.590000	8.395692E-6
51.600000	9.387309E-6
51.610000	1.056692E-5
51.620000	9.785488E-6
51.630000	1.065622E-5
51.640000	1.035748E-5
51.650000	1.165547E-5
51.660000	9.212788E-6
51.670000	1.158966E-5
51.680000	1.059245E-5
51.690000	1.283568E-5
51.700000	1.216998E-5
51.710000	1.327405E-5
51.720000	1.180631E-5
51.730000	1.392041E-5
51.740000	1.401502E-5
51.750000	1.321066E-5
51.760000	1.489948E-5
51.770000	1.564841E-5
51.780000	1.600302E-5
51.790000	1.496703E-5
51.800000	1.630282E-5
51.810000	1.527902E-5
51.820000	1.804159E-5
51.830000	1.843985E-5
51.840000	1.782767E-5
51.850000	1.934954E-5
51.860000	2.064640E-5
51.870000	2.064737E-5
51.880000	2.032989E-5
51.890000	2.086157E-5
51.900000	2.172736E-5
51.910000	2.212560E-5
51.920000	2.282997E-5
51.930000	2.353857E-5
51.940000	2.441235E-5
51.950000	2.531564E-5
51.960000	2.599738E-5
51.970000	2.675011E-5
51.980000	2.768790E-5
51.990000	2.856580E-5
52.000000	2.915718E-5
52.010000	3.026863E-5
52.020000	3.101430E-5
52.030000	3.141534E-5
52.040000	3.254389E-5
52.050000	3.243684E-5
52.060000	3.453251E-5
52.070000	3.527364E-5
52.080000	3.631975E-5
52.090000	3.761906E-5
52.100000	3.812117E-5
52.110000	3.893553E-5
52.120000	4.006765E-5
52.130000	4.072941E-5
52.140000	4.156918E-5
52.150000	4.259525E-5
52.160000	4.358805E-5
52.170000	4.444818E-5
52.180000	4.578667E-5
52.190000	4.661500E-5
52.200000	4.781365E-5
52.210000	4.934002E-5
52.220000	5.000099E-5
52.230000	5.130070E-5
52.240000	5.229761E-5
52.250000	5.349197E-5
52.260000	5.476440E-5
52.270000	5.551655E-5
52.280000	5.669694E-5
52.290000	5.770635E-5
52.300000	5.909447E-5
52.310000	6.040688E-5
52.320000	6.145864E-5
52.330000	6.231294E-5
52.340000	6.424309E-5
52.350000	6.504536E-5
52.360000	6.662282E-5
52.370000	6.805060E-5
52.380000	6.945847E-5
